Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply (kcal)","Wine","2018","Kcal","19223435.18"
"Food Balances (2010-)","World","Production","Wine","2019","1000 t","26942"
"Food Balances (2010-)","World","Import quantity","Wine","2019","1000 t","11494"
"Food Balances (2010-)","World","Stock Variation","Wine","2019","1000 t","528"
"Food Balances (2010-)","World","Export quantity","Wine","2019","1000 t","11144"
"Food Balances (2010-)","World","Losses","Wine","2019","1000 t","30"
"Food Balances (2010-)","World","Processing","Wine","2019","1000 t","2685"
"Food Balances (2010-)","World","Other uses (non-food)","Wine","2019","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Wine","2019","1000 t","49"
"Food Balances (2010-)","World","Residuals","Wine","2019","1000 t","-33"
"Food Balances (2010-)","World","Food","Wine","2019","1000 t","24035"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Wine","2019","kg/cap","3.11"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Wine","2019","kcal/cap/d","6.78"
"Food Balances (2010-)","World","Food supply (kcal)","Wine","2019","Kcal","19157307.86"
"Food Balances (2010-)","World","Production","Wine","2020","1000 t","27087"
"Food Balances (2010-)","World","Import quantity","Wine","2020","1000 t","11411"
"Food Balances (2010-)","World","Stock Variation","Wine","2020","1000 t","707"
"Food Balances (2010-)","World","Export quantity","Wine","2020","1000 t","10968"
"Food Balances (2010-)","World","Losses","Wine","2020","1000 t","27"
"Food Balances (2010-)","World","Processing","Wine","2020","1000 t","2822"
"Food Balances (2010-)","World","Other uses (non-food)","Wine","2020","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Wine","2020","1000 t","1"
"Food Balances (2010-)","World","Residuals","Wine","2020","1000 t","-40"
"Food Balances (2010-)","World","Food","Wine","2020","1000 t","24013"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Wine","2020","kg/cap","3.07"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Wine","2020","kcal/cap/d","6.71"
"Food Balances (2010-)","World","Food supply (kcal)","Wine","2020","Kcal","19125693.73"
"Food Balances (2010-)","World","Production","Wine","2021","1000 t","26633"
"Food Balances (2010-)","World","Import quantity","Wine","2021","1000 t","12114"
"Food Balances (2010-)","World","Stock Variation","Wine","2021","1000 t","839"
"Food Balances (2010-)","World","Export quantity","Wine","2021","1000 t","11531"
"Food Balances (2010-)","World","Losses","Wine","2021","1000 t","27"
"Food Balances (2010-)","World","Processing","Wine","2021","1000 t","2744"
"Food Balances (2010-)","World","Other uses (non-food)","Wine","2021","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Wine","2021","1000 t","1"
"Food Balances (2010-)","World","Residuals","Wine","2021","1000 t","-22"
"Food Balances (2010-)","World","Food","Wine","2021","1000 t","23628"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Wine","2021","kg/cap","3"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Wine","2021","kcal/cap/d","6.54"
"Food Balances (2010-)","World","Food supply (kcal)","Wine","2021","Kcal","18805137.28"
"Food Balances (2010-)","World","Production","Wine","2022","1000 t","27313"
"Food Balances (2010-)","World","Import quantity","Wine","2022","1000 t","11660"
"Food Balances (2010-)","World","Stock Variation","Wine","2022","1000 t","1139"
"Food Balances (2010-)","World","Export quantity","Wine","2022","1000 t","11103"
"Food Balances (2010-)","World","Losses","Wine","2022","1000 t","29"
"Food Balances (2010-)","World","Processing","Wine","2022","1000 t","2927"
"Food Balances (2010-)","World","Other uses (non-food)","Wine","2022","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Wine","2022","1000 t","34"
"Food Balances (2010-)","World","Residuals","Wine","2022","1000 t","-23"
"Food Balances (2010-)","World","Food","Wine","2022","1000 t","23764"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Wine","2022","kg/cap","2.99"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Wine","2022","kcal/cap/d","6.52"
"Food Balances (2010-)","World","Food supply (kcal)","Wine","2022","Kcal","18912079.41"
"Food Balances (2010-)","World","Production","Beer","2010","1000 t","179094"
"Food Balances (2010-)","World","Import quantity","Beer","2010","1000 t","10720"
"Food Balances (2010-)","World","Stock Variation","Beer","2010","1000 t","1194"
"Food Balances (2010-)","World","Export quantity","Beer","2010","1000 t","11564"
"Food Balances (2010-)","World","Losses","Beer","2010","1000 t","42"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2010","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2010","1000 t","115"
"Food Balances (2010-)","World","Residuals","Beer","2010","1000 t","139"
"Food Balances (2010-)","World","Food","Beer","2010","1000 t","176760"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2010","kg/cap","25.57"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2010","kcal/cap/d","30.82"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2010","Kcal","77774528.07"
"Food Balances (2010-)","World","Production","Beer","2011","1000 t","185679"
"Food Balances (2010-)","World","Import quantity","Beer","2011","1000 t","11509"
"Food Balances (2010-)","World","Stock Variation","Beer","2011","1000 t","3487"
"Food Balances (2010-)","World","Export quantity","Beer","2011","1000 t","12505"
"Food Balances (2010-)","World","Losses","Beer","2011","1000 t","42"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2011","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2011","1000 t","116"
"Food Balances (2010-)","World","Residuals","Beer","2011","1000 t","147"
"Food Balances (2010-)","World","Food","Beer","2011","1000 t","180892"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2011","kg/cap","25.84"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2011","kcal/cap/d","31.15"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2011","Kcal","79592266.79"
"Food Balances (2010-)","World","Production","Beer","2012","1000 t","187485"
"Food Balances (2010-)","World","Import quantity","Beer","2012","1000 t","12467"
"Food Balances (2010-)","World","Stock Variation","Beer","2012","1000 t","2381"
"Food Balances (2010-)","World","Export quantity","Beer","2012","1000 t","13875"
"Food Balances (2010-)","World","Losses","Beer","2012","1000 t","42"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2012","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2012","1000 t","119"
"Food Balances (2010-)","World","Residuals","Beer","2012","1000 t","144"
"Food Balances (2010-)","World","Food","Beer","2012","1000 t","183390"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2012","kg/cap","25.75"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2012","kcal/cap/d","31.04"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2012","Kcal","80691796.65"
"Food Balances (2010-)","World","Production","Beer","2013","1000 t","188684"
"Food Balances (2010-)","World","Import quantity","Beer","2013","1000 t","12586"
"Food Balances (2010-)","World","Stock Variation","Beer","2013","1000 t","2877"
"Food Balances (2010-)","World","Export quantity","Beer","2013","1000 t","13806"
"Food Balances (2010-)","World","Losses","Beer","2013","1000 t","43"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2013","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2013","1000 t","111"
"Food Balances (2010-)","World","Residuals","Beer","2013","1000 t","151"
"Food Balances (2010-)","World","Food","Beer","2013","1000 t","184281"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2013","kg/cap","25.56"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2013","kcal/cap/d","30.81"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2013","Kcal","81083829.78"
"Food Balances (2010-)","World","Production","Beer","2014","1000 t","188533"
"Food Balances (2010-)","World","Import quantity","Beer","2014","1000 t","13218"
"Food Balances (2010-)","World","Stock Variation","Beer","2014","1000 t","-248"
"Food Balances (2010-)","World","Export quantity","Beer","2014","1000 t","14337"
"Food Balances (2010-)","World","Losses","Beer","2014","1000 t","40"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2014","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2014","1000 t","129"
"Food Balances (2010-)","World","Residuals","Beer","2014","1000 t","123"
"Food Balances (2010-)","World","Food","Beer","2014","1000 t","187370"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2014","kg/cap","25.68"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2014","kcal/cap/d","30.95"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2014","Kcal","82442782.59"
"Food Balances (2010-)","World","Production","Beer","2015","1000 t","188459"
"Food Balances (2010-)","World","Import quantity","Beer","2015","1000 t","13812"
"Food Balances (2010-)","World","Stock Variation","Beer","2015","1000 t","1272"
"Food Balances (2010-)","World","Export quantity","Beer","2015","1000 t","14908"
"Food Balances (2010-)","World","Losses","Beer","2015","1000 t","55"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2015","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2015","1000 t","116"
"Food Balances (2010-)","World","Residuals","Beer","2015","1000 t","122"
"Food Balances (2010-)","World","Food","Beer","2015","1000 t","185798"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2015","kg/cap","25.16"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2015","kcal/cap/d","30.33"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2015","Kcal","81751137.44"
"Food Balances (2010-)","World","Production","Beer","2016","1000 t","189652"
"Food Balances (2010-)","World","Import quantity","Beer","2016","1000 t","14668"
"Food Balances (2010-)","World","Stock Variation","Beer","2016","1000 t","2124"
"Food Balances (2010-)","World","Export quantity","Beer","2016","1000 t","15850"
"Food Balances (2010-)","World","Losses","Beer","2016","1000 t","57"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2016","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2016","1000 t","121"
"Food Balances (2010-)","World","Residuals","Beer","2016","1000 t","111"
"Food Balances (2010-)","World","Food","Beer","2016","1000 t","186056"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2016","kg/cap","24.9"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2016","kcal/cap/d","30.02"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2016","Kcal","81864774.34"
"Food Balances (2010-)","World","Production","Beer","2017","1000 t","188821"
"Food Balances (2010-)","World","Import quantity","Beer","2017","1000 t","15748"
"Food Balances (2010-)","World","Stock Variation","Beer","2017","1000 t","3021"
"Food Balances (2010-)","World","Export quantity","Beer","2017","1000 t","16350"
"Food Balances (2010-)","World","Losses","Beer","2017","1000 t","51"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2017","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2017","1000 t","160"
"Food Balances (2010-)","World","Residuals","Beer","2017","1000 t","116"
"Food Balances (2010-)","World","Food","Beer","2017","1000 t","184871"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2017","kg/cap","24.46"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2017","kcal/cap/d","29.49"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2017","Kcal","81343195.17"
"Food Balances (2010-)","World","Production","Beer","2018","1000 t","184574"
"Food Balances (2010-)","World","Import quantity","Beer","2018","1000 t","16419"
"Food Balances (2010-)","World","Stock Variation","Beer","2018","1000 t","4790"
"Food Balances (2010-)","World","Export quantity","Beer","2018","1000 t","17112"
"Food Balances (2010-)","World","Losses","Beer","2018","1000 t","44"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2018","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2018","1000 t","145"
"Food Balances (2010-)","World","Residuals","Beer","2018","1000 t","0"
"Food Balances (2010-)","World","Food","Beer","2018","1000 t","178902"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2018","kg/cap","23.41"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2018","kcal/cap/d","28.22"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2018","Kcal","78716787.49"
"Food Balances (2010-)","World","Production","Beer","2019","1000 t","189129"
"Food Balances (2010-)","World","Import quantity","Beer","2019","1000 t","16948"
"Food Balances (2010-)","World","Stock Variation","Beer","2019","1000 t","4640"
"Food Balances (2010-)","World","Export quantity","Beer","2019","1000 t","16854"
"Food Balances (2010-)","World","Losses","Beer","2019","1000 t","45"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2019","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2019","1000 t","164"
"Food Balances (2010-)","World","Residuals","Beer","2019","1000 t","0"
"Food Balances (2010-)","World","Food","Beer","2019","1000 t","184375"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2019","kg/cap","23.83"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2019","kcal/cap/d","28.72"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2019","Kcal","81124870.65"
"Food Balances (2010-)","World","Production","Beer","2020","1000 t","173986"
"Food Balances (2010-)","World","Import quantity","Beer","2020","1000 t","16006"
"Food Balances (2010-)","World","Stock Variation","Beer","2020","1000 t","2975"
"Food Balances (2010-)","World","Export quantity","Beer","2020","1000 t","15664"
"Food Balances (2010-)","World","Losses","Beer","2020","1000 t","45"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2020","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Beer","2020","1000 t","6"
"Food Balances (2010-)","World","Food","Beer","2020","1000 t","171301"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2020","kg/cap","21.92"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2020","kcal/cap/d","26.43"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2020","Kcal","75372500.97"
"Food Balances (2010-)","World","Production","Beer","2021","1000 t","184501"
"Food Balances (2010-)","World","Import quantity","Beer","2021","1000 t","16943"
"Food Balances (2010-)","World","Stock Variation","Beer","2021","1000 t","3240"
"Food Balances (2010-)","World","Export quantity","Beer","2021","1000 t","16480"
"Food Balances (2010-)","World","Losses","Beer","2021","1000 t","44"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2021","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2021","1000 t","1"
"Food Balances (2010-)","World","Residuals","Beer","2021","1000 t","7"
"Food Balances (2010-)","World","Food","Beer","2021","1000 t","181674"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2021","kg/cap","23.05"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2021","kcal/cap/d","27.79"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2021","Kcal","79936598.41"
"Food Balances (2010-)","World","Production","Beer","2022","1000 t","184548"
"Food Balances (2010-)","World","Import quantity","Beer","2022","1000 t","16989"
"Food Balances (2010-)","World","Stock Variation","Beer","2022","1000 t","4482"
"Food Balances (2010-)","World","Export quantity","Beer","2022","1000 t","16480"
"Food Balances (2010-)","World","Losses","Beer","2022","1000 t","45"
"Food Balances (2010-)","World","Other uses (non-food)","Beer","2022","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beer","2022","1000 t","151"
"Food Balances (2010-)","World","Residuals","Beer","2022","1000 t","0"
"Food Balances (2010-)","World","Food","Beer","2022","1000 t","180379"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beer","2022","kg/cap","22.7"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beer","2022","kcal/cap/d","27.36"
"Food Balances (2010-)","World","Food supply (kcal)","Beer","2022","Kcal","79366927.82"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2010","1000 t","23955"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2010","1000 t","633"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2010","1000 t","847"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2010","1000 t","735"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2010","1000 t","245"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2010","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2010","1000 t","1"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2010","1000 t","278"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2010","1000 t","22482"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2010","kg/cap","3.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2010","kcal/cap/d","3.57"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2010","Kcal","8996884.23"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2011","1000 t","21817"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2011","1000 t","850"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2011","1000 t","201"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2011","1000 t","988"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2011","1000 t","249"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2011","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2011","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2011","1000 t","275"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2011","1000 t","20952"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2011","kg/cap","2.99"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2011","kcal/cap/d","3.34"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2011","Kcal","8544497.25"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2012","1000 t","21768"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2012","1000 t","984"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2012","1000 t","550"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2012","1000 t","1049"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2012","1000 t","226"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2012","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2012","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2012","1000 t","313"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2012","1000 t","20613"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2012","kg/cap","2.89"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2012","kcal/cap/d","3.26"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2012","Kcal","8482354.95"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2013","1000 t","22985"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2013","1000 t","1095"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2013","1000 t","1205"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2013","1000 t","1176"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2013","1000 t","249"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2013","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2013","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2013","1000 t","342"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2013","1000 t","21106"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2013","kg/cap","2.93"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2013","kcal/cap/d","3.32"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2013","Kcal","8734010.43"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2014","1000 t","23519"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2014","1000 t","1122"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2014","1000 t","422"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2014","1000 t","1112"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2014","1000 t","270"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2014","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2014","1000 t","3"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2014","1000 t","347"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2014","1000 t","22489"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2014","kg/cap","3.08"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2014","kcal/cap/d","3.79"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2014","Kcal","10092231.69"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2015","1000 t","23200"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2015","1000 t","1124"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2015","1000 t","-178"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2015","1000 t","1169"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2015","1000 t","273"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2015","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2015","1000 t","1"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2015","1000 t","353"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2015","1000 t","22704"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2015","kg/cap","3.07"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2015","kcal/cap/d","3.8"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2015","Kcal","10255390.21"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2016","1000 t","22517"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2016","1000 t","1124"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2016","1000 t","-93"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2016","1000 t","1164"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2016","1000 t","273"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2016","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2016","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2016","1000 t","343"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2016","1000 t","21953"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2016","kg/cap","2.94"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2016","kcal/cap/d","3.65"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2016","Kcal","9944708.47"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2017","1000 t","21559"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2017","1000 t","1176"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2017","1000 t","-519"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2017","1000 t","1177"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2017","1000 t","267"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2017","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2017","1000 t","3"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2017","1000 t","326"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2017","1000 t","21481"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2017","kg/cap","2.84"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2017","kcal/cap/d","3.54"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2017","Kcal","9777931.22"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2018","1000 t","22787"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2018","1000 t","1188"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2018","1000 t","165"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2018","1000 t","1289"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2018","1000 t","283"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2018","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2018","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2018","1000 t","285"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2018","1000 t","21950"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2018","kg/cap","2.87"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2018","kcal/cap/d","3.57"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2018","Kcal","9944637.36"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2019","1000 t","21965"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2019","1000 t","1174"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2019","1000 t","1045"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2019","1000 t","1151"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2019","1000 t","72"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2019","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2019","1000 t","3"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2019","1000 t","-73"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2019","1000 t","20941"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2019","kg/cap","2.71"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2019","kcal/cap/d","3.51"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2019","Kcal","9918272.08"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2020","1000 t","23277"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2020","1000 t","1210"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2020","1000 t","825"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2020","1000 t","1252"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2020","1000 t","153"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2020","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2020","1000 t","-69"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2020","1000 t","22327"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2020","kg/cap","2.86"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2020","kcal/cap/d","3.58"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2020","Kcal","10198802.88"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2021","1000 t","24206"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2021","1000 t","1310"
