Domain,Area,Element,Item,Year,Months,Value
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2002","Annual value","20600"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2003","Annual value","31600"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2008","Annual value","46685.6"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2009","Annual value","55022.4"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2010","Annual value","44300.4"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2011","Annual value","53378.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2012","Annual value","60699.3"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2014","Annual value","61045.6"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2015","Annual value","59982.4"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2016","Annual value","51830.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2017","Annual value","48839.1"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2018","Annual value","43994"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2019","Annual value","42062.7"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2020","Annual value","47876.7"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2021","Annual value","66240.9"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2022","Annual value","65224"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1991","Annual value","30761"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1992","Annual value","30761"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1999","Annual value","36817"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2000","Annual value","35450"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2001","Annual value","37258"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2002","Annual value","31090"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2003","Annual value","40810"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2006","Annual value","39081.5"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2007","Annual value","46096.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2008","Annual value","44092"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2009","Annual value","45094.1"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2010","Annual value","45084.1"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2011","Annual value","48810.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2012","Annual value","122966.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2014","Annual value","100090.7"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2015","Annual value","90263.7"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1991","Annual value","14881"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1992","Annual value","14881"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1993","Annual value","14330"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1994","Annual value","14330"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1995","Annual value","12346"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2007","Annual value","34898.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2008","Annual value","46384.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2009","Annual value","46737.5"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2010","Annual value","28505.5"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2011","Annual value","54740.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2012","Annual value","88700.5"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2014","Annual value","80087.3"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","2015","Annual value","63404.7"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1991","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1992","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1993","Annual value","20288"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1994","Annual value","18837"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1995","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1996","Annual value","21000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1997","Annual value","17000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1998","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","1999","Annual value","20000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2000","Annual value","22000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2001","Annual value","21000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2002","Annual value","31980"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2003","Annual value","39439"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2012","Annual value","217822.4"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of goat, fresh or chilled","2015","Annual value","106527.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1991","Annual value","17000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1992","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1993","Annual value","14500"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1994","Annual value","16000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1995","Annual value","17558"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1996","Annual value","14080"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1999","Annual value","33929"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2000","Annual value","26235"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2001","Annual value","29983"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2002","Annual value","33170"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2003","Annual value","40380"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2007","Annual value","48441.1"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2008","Annual value","61378.1"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2009","Annual value","62410.2"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2010","Annual value","65300.3"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2011","Annual value","67515.9"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2012","Annual value","157392.3"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2014","Annual value","86175.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","2015","Annual value","82651.3"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1991","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1992","Annual value","18000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1993","Annual value","20288"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1994","Annual value","18837"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1996","Annual value","20969"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1997","Annual value","17000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1998","Annual value","18050"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1999","Annual value","20000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","2000","Annual value","22000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","2001","Annual value","22000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","2015","Annual value","106527.8"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1991","Annual value","12000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1992","Annual value","12000"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1993","Annual value","12120"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1994","Annual value","12241"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1995","Annual value","11983"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1996","Annual value","11743"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1997","Annual value","20042"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1998","Annual value","17559"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","1999","Annual value","11630"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2000","Annual value","11690"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2001","Annual value","15430"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2002","Annual value","16850"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2003","Annual value","13220"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2018","Annual value","9500"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Natural honey","2019","Annual value","11050"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Raw milk of cattle","1991","Annual value","3700"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Raw milk of cattle","1992","Annual value","3700"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Raw milk of cattle","1993","Annual value","3671"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Raw milk of cattle","1994","Annual value","3930"
"Producer Prices","Dominican Republic","Producer Price (LCU/tonne)","Raw milk of cattle","1995","Annual value","4141"
